Maria,0
Leonor,0
Matilde,0
Beatriz,0
Carolina,0
Mariana,0
Ana,0
Sofia,0
Francisca,0
Inês,0
Margarida,0
Clara,0
Lara,0
Alice,0
Laura,0
Benedita,0
Diana,0
Madalena,0
Joana,0
Camila,0
Bianca,0
Mafalda,0
Íris,0
Vitória,0
Constança,0
Luana,0
Sara,0
Letícia,0
Gabriela,0
Rita,0
Eva,0
Mara,0
Yara,0
Ema,0
Ariana,0
Luísa,0
Carlota,0
Yasmin,0
Carminho,0
Helena,0
Catarina,0
Valentina,0
Victória,0
Júlia,0
Alícia,0
Marta,0
Noa,0
Kyara,0
Teresa,0
Nicole,0
Melissa,0
Iara,0
Bruna,0
Luena,0
Isabel,0
Daniela,0
Núria,0
Miriam,0
Filipa,0
Luna,0
Lia,0
Raquel,0
Bárbara,0
Caetana,0
Mia,0
Áurea,0
Aurora,0
Juliana,0
Olívia,0
Amélia,0
Jéssica,0
Kelly,0
Érica,0
Pilar,0
Naiara,0
Mélanie,0
Isabela,0
Adriana,0
Débora,0
Lorena,0
Isis,0
Emma,0
Julieta,0
Alexandra,0
Elisa,0
Frederica,0
Soraia,0
Tatiana,0
Eduarda,0
Chloe,0
Safira,0
Isabella,0
Mayara,0
Rosa,0
Emília,0
Vera,0
Sophia,0
Fabiana,0
Flor,0
Irina,0
Petra,0
Paloma,0
Luciana,0
Nádia,0
Luz,0
Alana,0
Ester,0
Aline,0
Larissa,0
Nair,0
Salomé,0
Renata,0
Dânia,0
Sarah,0
Victoria,0
Andreia,0
Emily,0
Anita,0
Patrícia,0
Bia,0
Verónica,0
Iris,0
Serena,0
Nayara,0
Cristiana,0
Dalila,0
Cláudia,0
Lúcia,0
Carla,0
Ângela,0
Neuza,0
Simone,0
Tamara,0
Clarisse,0
Carmo,0
Raissa,0
Maiara,0
Liara,0
Eliane,0
Cristina,0
Isa,0
Samira,0
Violeta,0
Estrela,0
Melanie,0
Anna,0
Giovana,0
Valéria,0
Micaela,0
Jacinta,0
Kiara,0
Sandra,0
Liliana,0
Cíntia,0
India,0
Liane,0
Marisa,0
Natacha,0
Rute,0
Telma,0
Irís,0
Eliana,0
Jade,0
Samara,0
Susana,0
Cátia,0
Elsa,0
Carina,0
Mónica,0
Ayla,0
Rebeca,0
Briana,0
Oriana,0
Aruna,0
Rosarinho,0
Alicia,0
Olivia,0
Fátima,0
Yasmine,0
Dara,0
Penélope,0
Heloísa,0
Maísa,0
Luisa,0
Paula,0
Flávia,0
Lya,0
Erica,0
Leticia,0
Nina,0
Aisha,0
Kayla,0
Andrea,0
Aléxia,0
Priscila,0
Evelyn,0
Vânia,0
Emilly,0
Jasmine,0
Ariane,0
Tamára,0
Liana,0
Elena,0
Ariele,0
Giovanna,0
Lea,0
Abigail,0
Ísis,0
Cecília,0
Milena,0
Márcia,0
Manuela,0
Marina,0
Ionara,0
Maya,0
Glória,0
Erika,0
Samanta,0
Lívia,0
Ellen,0
Solange,0
Milana,0
Simara,0
Naomi,0
Antónia,0
Angelina,0
Vanessa,0
Amanda,0
Zara,0
Taís,0
Riana,0
Angélica,0
Chloé,0
Natália,0
Carmen,0
Martina,0
Eunice,0
Michelle,0
Denise,0
Ciara,0
Cloé,0
Dayane,0
Esther,0
Pérola,0
Clarinha,0
Joice,0
Isadora,0
Brenda,0
Tânia,0
Jennifer,0
Santiago,1
Francisco,1
João,1
Afonso,1
Rodrigo,1
Martim,1
Tomás,1
Duarte,1
Miguel,1
Gabriel,1
Lourenço,1
Gonçalo,1
Dinis,1
Guilherme,1
Pedro,1
Salvador,1
Rafael,1
Lucas,1
Tiago,1
Gustavo,1
Diogo,1
Vicente,1
José,1
David,1
Mateus,1
Simão,1
António,1
Diego,1
Manuel,1
Henrique,1
Daniel,1
Vasco,1
Bernardo,1
Enzo,1
André,1
Leonardo,1
Luís,1
Isaac,1
Eduardo,1
Alexandre,1
Kevin,1
Matias,1
Leandro,1
Filipe,1
Xavier,1
Rúben,1
Samuel,1
Ricardo,1
Artur,1
Valentim,1
Frederico,1
Lorenzo,1
Bryan,1
Bruno,1
Nuno,1
Benjamim,1
Sebastião,1
Rui,1
Davi,1
Hugo,1
Noah,1
Joaquim,1
Mário,1
Tomé,1
Fábio,1
Paulo,1
Manel,1
Renato,1
Jorge,1
Jaime,1
Marco,1
Ângelo,1
Micael,1
Liam,1
Ivan,1
Matheus,1
William,1
Gaspar,1
Cristiano,1
Luca,1
Jonathan,1
Sérgio,1
Gil,1
Ivo,1
Brian,1
Arthur,1
Christian,1
Vítor,1
Yuri,1
Fernando,1
Dilan,1
Romeu,1
Caio,1
Isac,1
Emanuel,1
Sandro,1
Igor,1
Moisés,1
Mauro,1
César,1
Josué,1
Edgar,1
Elias,1
Victor,1
Joel,1
Alex,1
Telmo,1
Denis,1
Marcelo,1
Adrien,1
Álvaro,1
Dylan,1
Raúl,1
Muhammad,1
Nelson,1
Dário,1
Oliver,1
Thiago,1
Ismael,1
Márcio,1
Ian,1
Lisandro,1
Erik,1
Cláudio,1
Heitor,1
Martinho,1
Leo,1
Jonas,1
Wilson,1
Júlio,1
Caetano,1
Benjamin,1
Adriano,1
Raphael,1
Augusto,1
Martin,1
Marcos,1
Eric,1
Flávio,1
Mikael,1
Erick,1
Jason,1
James,1
Danilo,1
Adam,1
Levi,1
Mateo,1
Kelvin,1
Nicolas,1
Sebastian,1
Cauã,1
Thomas,1
Isaque,1
Misael,1
Alberto,1
Israel,1
Edson,1
Luan,1
Lukas,1
Mark,1
Ruben,1
Adriel,1
Jesus,1
Domingos,1
Denzel,1
Apolo,1
Ary,1
Alan,1
Nicolau,1
Alfredo,1
Kévim,1
Axel,1
Patrick,1
Giovani,1
Gerson,1
Aron,1
Luis,1
Leonel,1
Wesley,1
Ari,1
Roberto,1
Hélder,1
Vitor,1
Fausto,1
Joshua,1
Gael,1
Adonai,1
Henry,1
Cristóvão,1